id,order_id,reason_for_delay
2220,43632,инфо в с-з
2221,52266,https://secure.usedesk.ru/tickets/190137995
2222,51783,https://secure.usedesk.ru/tickets/187856057
2223,33927,Опасный груз
2224,2909,Клиент утверждает  что забрал груз 
2225,16758,По прозвону получатель утверждает что получал посылку
2226,28694,трубку не берет
2227,11256,Во вложении опасный груз  посылка будет отправлена наземным транспортом.
2228,38487,Истек срок хранения.ВВ
2229,40656,"Без добавления услуги ""Хранения на складе"" ДД не удалять!"
"ДД Истёк срок хранения будет проставлен вновь""",,
2230,31477,Получатель не берет трубку
2231,44901,Груз будет отправлен 13.05 согласно ТС.
2232,28187,Коллеги  добрый день  груз поступит не ранее июля  навигация еще не закрыта.
2233,36904,Посылка отстранена от авиаперевозки  во вложении опасный груз.
2234,8504,груз заберет 15 03
2235,37457,Не отгружался ИМ https://secure.usedesk.ru/tickets/188299412 
2236,27027,https://secure.usedesk.ru/tickets/181971823
2237,52277,сз
2238,33901,Опасный груз
2239,29728,не отв 
2240,42361,сделан приход-расход
2241,34495,Посылка отстранена от авиаперевозки  во вложении опасный груз.
2242,11235,Забор 14.03.
